"TIME","TEMP","YEAR","MONTH","DAY","WDAY","HOUR","MINUTE"
"2017-04-01 00:33:00",50.2942636443275,2017,4,1,7,0,33
"2017-04-01 00:34:00",49.6924774079067,2017,4,1,7,0,34
"2017-04-01 00:35:00",49.8855444116621,2017,4,1,7,0,35
"2017-04-01 00:36:00",50.0319585179615,2017,4,1,7,0,36
"2017-04-01 00:37:00",49.8432631447627,2017,4,1,7,0,37
"2017-04-01 00:38:00",49.8757502986281,2017,4,1,7,0,38
"2017-04-01 00:39:00",49.9231023915086,2017,4,1,7,0,39
"2017-04-01 00:40:00",49.6823715109644,2017,4,1,7,0,40
"2017-04-01 00:41:00",49.9981028466911,2017,4,1,7,0,41
"2017-04-01 00:42:00",50.0228076301445,2017,4,1,7,0,42
"2017-04-01 00:43:00",50.3420360040262,2017,4,1,7,0,43
"2017-04-01 00:44:00",49.8739787394678,2017,4,1,7,0,44
"2017-04-01 00:45:00",49.9244807331755,2017,4,1,7,0,45
"2017-04-01 00:46:00",49.5625342812979,2017,4,1,7,0,46
"2017-04-01 00:47:00",49.0115492989673,2017,4,1,7,0,47
"2017-04-01 00:48:00",50.1188316026656,2017,4,1,7,0,48
"2017-04-01 00:49:00",50.0180454526603,2017,4,1,7,0,49
"2017-04-01 00:50:00",50.0674490189996,2017,4,1,7,0,50
"2017-04-01 00:51:00",50.0587910528776,2017,4,1,7,0,51
"2017-04-01 00:52:00",49.5872054358844,2017,4,1,7,0,52
"2017-04-01 00:53:00",48.9323818676563,2017,4,1,7,0,53
"2017-04-01 00:54:00",50.1071042628349,2017,4,1,7,0,54
"2017-04-01 00:55:00",49.5264659650222,2017,4,1,7,0,55
"2017-04-01 00:56:00",49.6741797751951,2017,4,1,7,0,56
"2017-04-01 00:57:00",50.3643516326748,2017,4,1,7,0,57
"2017-04-01 00:58:00",50.5248890595742,2017,4,1,7,0,58
"2017-04-01 00:59:00",50.0509835697818,2017,4,1,7,0,59
"2017-04-01 01:00:00",50.7984957027049,2017,4,1,7,1,0
"2017-04-01 01:01:00",50.2820420162311,2017,4,1,7,1,1
"2017-04-01 01:02:00",49.9223191429212,2017,4,1,7,1,2
"2017-04-01 01:03:00",49.4122663400702,2017,4,1,7,1,3
"2017-04-01 01:04:00",49.9289264111299,2017,4,1,7,1,4
"2017-04-01 01:05:00",50.450391493347,2017,4,1,7,1,5
"2017-04-01 01:06:00",50.1790884742406,2017,4,1,7,1,6
"2017-04-01 01:07:00",49.5407389541494,2017,4,1,7,1,7
"2017-04-01 01:08:00",49.3389882483302,2017,4,1,7,1,8
"2017-04-01 01:09:00",50.1139000050987,2017,4,1,7,1,9
"2017-04-01 01:10:00",49.8260730186295,2017,4,1,7,1,10
"2017-04-01 01:11:00",50.6503622583598,2017,4,1,7,1,11
"2017-04-01 01:12:00",49.8876762963353,2017,4,1,7,1,12
"2017-04-01 01:13:00",48.7015671002088,2017,4,1,7,1,13
"2017-04-01 01:14:00",49.5391337236112,2017,4,1,7,1,14
"2017-04-01 01:15:00",50.7343923841337,2017,4,1,7,1,15
"2017-04-01 01:16:00",49.5302695943426,2017,4,1,7,1,16
"2017-04-01 01:17:00",49.5745682627297,2017,4,1,7,1,17
"2017-04-01 01:18:00",50.8304668623792,2017,4,1,7,1,18
"2017-04-01 01:19:00",49.3212369724434,2017,4,1,7,1,19
"2017-04-01 01:20:00",50.0430024401881,2017,4,1,7,1,20
"2017-04-01 01:21:00",50.6257891311605,2017,4,1,7,1,21
"2017-04-01 01:22:00",50.3050605104316,2017,4,1,7,1,22
"2017-04-01 01:23:00",50.0101929276371,2017,4,1,7,1,23
"2017-04-01 01:24:00",50.3612699059813,2017,4,1,7,1,24
"2017-04-01 01:25:00",49.4457863376805,2017,4,1,7,1,25
"2017-04-01 01:26:00",50.3848916952542,2017,4,1,7,1,26
"2017-04-01 01:27:00",50.5135604248,2017,4,1,7,1,27
"2017-04-01 01:28:00",50.036463509544,2017,4,1,7,1,28
"2017-04-01 01:29:00",49.3427628081736,2017,4,1,7,1,29
"2017-04-01 01:30:00",50.0973717712425,2017,4,1,7,1,30
"2017-04-01 01:31:00",50.2957788665667,2017,4,1,7,1,31
"2017-04-01 01:32:00",49.5369853702986,2017,4,1,7,1,32
"2017-04-01 01:33:00",49.6062982293519,2017,4,1,7,1,33
"2017-04-01 01:34:00",50.2933883610048,2017,4,1,7,1,34
"2017-04-01 01:35:00",50.2697796361711,2017,4,1,7,1,35
"2017-04-01 01:36:00",50.5434928723115,2017,4,1,7,1,36
"2017-04-01 01:37:00",50.0655089041142,2017,4,1,7,1,37
"2017-04-01 01:38:00",49.8034086510136,2017,4,1,7,1,38
"2017-04-01 01:39:00",51.0103457225015,2017,4,1,7,1,39
"2017-04-01 01:40:00",50.3722688388252,2017,4,1,7,1,40
"2017-04-01 01:41:00",49.3266859959761,2017,4,1,7,1,41
"2017-04-01 01:42:00",50.1650712550006,2017,4,1,7,1,42
"2017-04-01 01:43:00",49.9936373369097,2017,4,1,7,1,43
"2017-04-01 01:44:00",49.7681620198546,2017,4,1,7,1,44
"2017-04-01 01:45:00",50.1024710451644,2017,4,1,7,1,45
"2017-04-01 01:46:00",50.2319875281849,2017,4,1,7,1,46
"2017-04-01 01:47:00",49.6216420495999,2017,4,1,7,1,47
"2017-04-01 01:48:00",49.4672298167039,2017,4,1,7,1,48
"2017-04-01 01:49:00",49.8685741367067,2017,4,1,7,1,49
"2017-04-01 01:50:00",49.1626373864555,2017,4,1,7,1,50
"2017-04-01 01:51:00",50.1380531669758,2017,4,1,7,1,51
"2017-04-01 01:52:00",49.7356480067908,2017,4,1,7,1,52
"2017-04-01 01:53:00",50.5778196988206,2017,4,1,7,1,53
"2017-04-01 01:54:00",50.3578754175079,2017,4,1,7,1,54
"2017-04-01 01:55:00",50.2114473249307,2017,4,1,7,1,55
"2017-04-01 01:56:00",49.890092743677,2017,4,1,7,1,56
"2017-04-01 01:57:00",50.8443215853232,2017,4,1,7,1,57
"2017-04-01 01:58:00",49.9441575140124,2017,4,1,7,1,58
"2017-04-01 01:59:00",49.4899387382677,2017,4,1,7,1,59
"2017-04-01 02:00:00",50.7477378421152,2017,4,1,7,2,0
"2017-04-01 02:01:00",49.655058282163,2017,4,1,7,2,1
"2017-04-01 02:02:00",50.6898920089191,2017,4,1,7,2,2
"2017-04-01 02:03:00",49.4158916209176,2017,4,1,7,2,3
"2017-04-01 02:04:00",50.1512553299673,2017,4,1,7,2,4
"2017-04-01 02:05:00",50.1999396066745,2017,4,1,7,2,5
"2017-04-01 02:06:00",49.9975846415214,2017,4,1,7,2,6
"2017-04-01 02:07:00",50.6024231091828,2017,4,1,7,2,7
"2017-04-01 02:08:00",50.2979903701824,2017,4,1,7,2,8
"2017-04-01 02:09:00",49.7524319084426,2017,4,1,7,2,9
"2017-04-01 02:10:00",50.3289881599376,2017,4,1,7,2,10
"2017-04-01 02:11:00",50.3851140470429,2017,4,1,7,2,11
"2017-04-01 02:12:00",49.6447936130828,2017,4,1,7,2,12
"2017-04-01 02:13:00",49.647329181328,2017,4,1,7,2,13
"2017-04-01 02:14:00",50.433967264612,2017,4,1,7,2,14
"2017-04-01 02:15:00",49.7621874975442,2017,4,1,7,2,15
"2017-04-01 02:16:00",49.9742776915928,2017,4,1,7,2,16
"2017-04-01 02:17:00",50.0188347856483,2017,4,1,7,2,17
"2017-04-01 02:18:00",49.9650236466195,2017,4,1,7,2,18
"2017-04-01 02:19:00",49.7564997431067,2017,4,1,7,2,19
"2017-04-01 02:20:00",49.650880253214,2017,4,1,7,2,20
"2017-04-01 02:21:00",49.150626574081,2017,4,1,7,2,21
"2017-04-01 02:22:00",50.4956745977722,2017,4,1,7,2,22
"2017-04-01 02:23:00",49.5210173988382,2017,4,1,7,2,23
"2017-04-01 02:24:00",49.7477964906149,2017,4,1,7,2,24
"2017-04-01 02:25:00",49.9222728836869,2017,4,1,7,2,25
"2017-04-01 02:26:00",50.584575041568,2017,4,1,7,2,26
"2017-04-01 02:27:00",50.2667305540011,2017,4,1,7,2,27
"2017-04-01 02:28:00",50.6591670708985,2017,4,1,7,2,28
"2017-04-01 02:29:00",50.1319784578521,2017,4,1,7,2,29
"2017-04-01 02:30:00",49.8404419103865,2017,4,1,7,2,30
"2017-04-01 02:31:00",50.4573187652542,2017,4,1,7,2,31
"2017-04-01 02:32:00",50.7113702897473,2017,4,1,7,2,32
"2017-04-01 02:33:00",49.4504493895178,2017,4,1,7,2,33
"2017-04-01 02:34:00",49.6976437256547,2017,4,1,7,2,34
"2017-04-01 02:35:00",49.3862173542642,2017,4,1,7,2,35
"2017-04-01 02:36:00",48.9548074274689,2017,4,1,7,2,36
"2017-04-01 02:37:00",49.5329486534931,2017,4,1,7,2,37
"2017-04-01 02:38:00",50.147991971597,2017,4,1,7,2,38
"2017-04-01 02:39:00",49.8007516948978,2017,4,1,7,2,39
"2017-04-01 02:40:00",50.4578570311528,2017,4,1,7,2,40
"2017-04-01 02:41:00",50.3646192529969,2017,4,1,7,2,41
"2017-04-01 02:42:00",49.7800372842444,2017,4,1,7,2,42
"2017-04-01 02:43:00",49.8693145883752,2017,4,1,7,2,43
"2017-04-01 02:44:00",48.7006775361776,2017,4,1,7,2,44
"2017-04-01 02:45:00",49.3777201694615,2017,4,1,7,2,45
"2017-04-01 02:46:00",49.4829398921941,2017,4,1,7,2,46
"2017-04-01 02:47:00",50.2067861359493,2017,4,1,7,2,47
"2017-04-01 02:48:00",49.4586033441228,2017,4,1,7,2,48
"2017-04-01 02:49:00",50.5047778823604,2017,4,1,7,2,49
"2017-04-01 02:50:00",48.9435959200321,2017,4,1,7,2,50
"2017-04-01 02:51:00",50.3053980020748,2017,4,1,7,2,51
"2017-04-01 02:52:00",50.3553753068329,2017,4,1,7,2,52
"2017-04-01 02:53:00",50.1063088860478,2017,4,1,7,2,53
"2017-04-01 02:54:00",50.7462024920246,2017,4,1,7,2,54
"2017-04-01 02:55:00",50.2048132816286,2017,4,1,7,2,55
"2017-04-01 02:56:00",49.7272171868146,2017,4,1,7,2,56
"2017-04-01 02:57:00",50.2149152809892,2017,4,1,7,2,57
"2017-04-01 02:58:00",49.5445787638548,2017,4,1,7,2,58
"2017-04-01 02:59:00",49.490294420317,2017,4,1,7,2,59
"2017-04-01 03:00:00",50.9573144063223,2017,4,1,7,3,0
"2017-04-01 03:01:00",50.7201580859807,2017,4,1,7,3,1
"2017-04-01 03:02:00",50.0831578423228,2017,4,1,7,3,2
"2017-04-01 03:03:00",49.1972914482214,2017,4,1,7,3,3
"2017-04-01 03:04:00",49.9661298250406,2017,4,1,7,3,4
"2017-04-01 03:05:00",50.0007428108379,2017,4,1,7,3,5
"2017-04-01 03:06:00",48.7554205572962,2017,4,1,7,3,6
"2017-04-01 03:07:00",49.5864171540321,2017,4,1,7,3,7
"2017-04-01 03:08:00",49.0484620179547,2017,4,1,7,3,8
"2017-04-01 03:09:00",50.4949574086495,2017,4,1,7,3,9
"2017-04-01 03:10:00",50.11992896121,2017,4,1,7,3,10
"2017-04-01 03:11:00",49.1157145792366,2017,4,1,7,3,11
"2017-04-01 03:12:00",50.0728516492383,2017,4,1,7,3,12
"2017-04-01 03:13:00",50.2231462116,2017,4,1,7,3,13
"2017-04-01 03:14:00",50.2958318722507,2017,4,1,7,3,14
"2017-04-01 03:15:00",50.5030479848074,2017,4,1,7,3,15
"2017-04-01 03:16:00",50.4181498317775,2017,4,1,7,3,16
"2017-04-01 03:17:00",50.2278638306868,2017,4,1,7,3,17
"2017-04-01 03:18:00",50.2808088492701,2017,4,1,7,3,18
"2017-04-01 03:19:00",50.7425046478329,2017,4,1,7,3,19
"2017-04-01 03:20:00",49.9558176198212,2017,4,1,7,3,20
"2017-04-01 03:21:00",50.0405701797038,2017,4,1,7,3,21
"2017-04-01 03:22:00",50.6940726242175,2017,4,1,7,3,22
"2017-04-01 03:23:00",49.9882946891494,2017,4,1,7,3,23
"2017-04-01 03:24:00",50.493796344757,2017,4,1,7,3,24
"2017-04-01 03:25:00",49.9276518235899,2017,4,1,7,3,25
"2017-04-01 03:26:00",49.6982742199861,2017,4,1,7,3,26
"2017-04-01 03:27:00",49.9051021697135,2017,4,1,7,3,27
"2017-04-01 03:28:00",50.4363143792722,2017,4,1,7,3,28
"2017-04-01 03:29:00",49.3988129934734,2017,4,1,7,3,29
"2017-04-01 03:30:00",50.1031656018498,2017,4,1,7,3,30
"2017-04-01 03:31:00",49.8567827146357,2017,4,1,7,3,31
"2017-04-01 03:32:00",51.4347458409954,2017,4,1,7,3,32
"2017-04-01 03:33:00",49.3973266848,2017,4,1,7,3,33
"2017-04-01 03:34:00",49.7974337928242,2017,4,1,7,3,34
"2017-04-01 03:35:00",50.1260668667586,2017,4,1,7,3,35
"2017-04-01 03:36:00",51.0585894508332,2017,4,1,7,3,36
"2017-04-01 03:37:00",49.8594815455535,2017,4,1,7,3,37
"2017-04-01 03:38:00",50.3231654240604,2017,4,1,7,3,38
"2017-04-01 03:39:00",48.8985560184104,2017,4,1,7,3,39
"2017-04-01 03:40:00",50.1935997873164,2017,4,1,7,3,40
"2017-04-01 03:41:00",50.5150906726075,2017,4,1,7,3,41
"2017-04-01 03:42:00",50.2582434891979,2017,4,1,7,3,42
"2017-04-01 03:43:00",50.0489331849051,2017,4,1,7,3,43
"2017-04-01 03:44:00",49.9636589437901,2017,4,1,7,3,44
"2017-04-01 03:45:00",49.9931217314317,2017,4,1,7,3,45
"2017-04-01 03:46:00",48.6385904882819,2017,4,1,7,3,46
"2017-04-01 03:47:00",50.2059566886277,2017,4,1,7,3,47
"2017-04-01 03:48:00",50.6158123396594,2017,4,1,7,3,48
"2017-04-01 03:49:00",50.7951532131481,2017,4,1,7,3,49
"2017-04-01 03:50:00",49.7448838522508,2017,4,1,7,3,50
"2017-04-01 03:51:00",50.6684423242342,2017,4,1,7,3,51
"2017-04-01 03:52:00",49.5547478669632,2017,4,1,7,3,52
"2017-04-01 03:53:00",49.2233049168114,2017,4,1,7,3,53
"2017-04-01 03:54:00",50.6856497444749,2017,4,1,7,3,54
"2017-04-01 03:55:00",49.6955703575969,2017,4,1,7,3,55
"2017-04-01 03:56:00",50.0274374216875,2017,4,1,7,3,56
"2017-04-01 03:57:00",49.4397206051389,2017,4,1,7,3,57
"2017-04-01 03:58:00",50.7100619229296,2017,4,1,7,3,58
"2017-04-01 03:59:00",50.5570134858635,2017,4,1,7,3,59
"2017-04-01 04:00:00",50.2428061718797,2017,4,1,7,4,0
"2017-04-01 04:01:00",49.9628391025444,2017,4,1,7,4,1
"2017-04-01 04:02:00",49.6347208198169,2017,4,1,7,4,2
"2017-04-01 04:03:00",50.514449701502,2017,4,1,7,4,3
"2017-04-01 04:04:00",49.1695046036947,2017,4,1,7,4,4
"2017-04-01 04:05:00",49.5410152085915,2017,4,1,7,4,5
"2017-04-01 04:06:00",49.3142004197738,2017,4,1,7,4,6
"2017-04-01 04:07:00",50.4633631671958,2017,4,1,7,4,7
"2017-04-01 04:08:00",49.6262321643934,2017,4,1,7,4,8
"2017-04-01 04:09:00",49.4853743772536,2017,4,1,7,4,9
"2017-04-01 04:10:00",49.8336378341154,2017,4,1,7,4,10
"2017-04-01 04:11:00",49.9131577063866,2017,4,1,7,4,11
"2017-04-01 04:12:00",49.906280934954,2017,4,1,7,4,12
"2017-04-01 04:13:00",50.5781610951337,2017,4,1,7,4,13
"2017-04-01 04:14:00",49.5309029340239,2017,4,1,7,4,14
"2017-04-01 04:15:00",50.2620261641106,2017,4,1,7,4,15
"2017-04-01 04:16:00",49.9359566507181,2017,4,1,7,4,16
"2017-04-01 04:17:00",49.0868439108782,2017,4,1,7,4,17
"2017-04-01 04:18:00",50.2663328919232,2017,4,1,7,4,18
"2017-04-01 04:19:00",50.0202200271563,2017,4,1,7,4,19
"2017-04-01 04:20:00",50.5080703850402,2017,4,1,7,4,20
"2017-04-01 04:21:00",50.1361359935281,2017,4,1,7,4,21
"2017-04-01 04:22:00",50.4998603860109,2017,4,1,7,4,22
"2017-04-01 04:23:00",50.8014514242899,2017,4,1,7,4,23
"2017-04-01 04:24:00",49.985234894722,2017,4,1,7,4,24
"2017-04-01 04:25:00",49.8013075359429,2017,4,1,7,4,25
"2017-04-01 04:26:00",49.952093345676,2017,4,1,7,4,26
"2017-04-01 04:27:00",49.5849353998813,2017,4,1,7,4,27
"2017-04-01 04:28:00",50.306951192921,2017,4,1,7,4,28
"2017-04-01 04:29:00",50.0297333962149,2017,4,1,7,4,29
"2017-04-01 04:30:00",49.1609018875691,2017,4,1,7,4,30
"2017-04-01 04:31:00",50.233775898605,2017,4,1,7,4,31
"2017-04-01 04:32:00",49.0697261891556,2017,4,1,7,4,32
"2017-04-01 04:33:00",50.4315253035556,2017,4,1,7,4,33
"2017-04-01 04:34:00",49.5031066133363,2017,4,1,7,4,34
"2017-04-01 04:35:00",49.757401407145,2017,4,1,7,4,35
"2017-04-01 04:36:00",50.2588411201949,2017,4,1,7,4,36
"2017-04-01 04:37:00",49.8226193142739,2017,4,1,7,4,37
"2017-04-01 04:38:00",49.9037812822697,2017,4,1,7,4,38
"2017-04-01 04:39:00",50.9552724390608,2017,4,1,7,4,39
"2017-04-01 04:40:00",50.9059734509029,2017,4,1,7,4,40
"2017-04-01 04:41:00",50.1633041054444,2017,4,1,7,4,41
"2017-04-01 04:42:00",49.9845690649256,2017,4,1,7,4,42
"2017-04-01 04:43:00",50.1648866196895,2017,4,1,7,4,43
"2017-04-01 04:44:00",49.6403716564838,2017,4,1,7,4,44
"2017-04-01 04:45:00",49.9165298523865,2017,4,1,7,4,45
"2017-04-01 04:46:00",48.8049758486494,2017,4,1,7,4,46
"2017-04-01 04:47:00",49.6432887093167,2017,4,1,7,4,47
"2017-04-01 04:48:00",49.765534906253,2017,4,1,7,4,48
"2017-04-01 04:49:00",50.1091794015178,2017,4,1,7,4,49
"2017-04-01 04:50:00",49.7576183884257,2017,4,1,7,4,50
"2017-04-01 04:51:00",50.8375391731775,2017,4,1,7,4,51
"2017-04-01 04:52:00",49.9364296984919,2017,4,1,7,4,52
"2017-04-01 04:53:00",49.4738655026043,2017,4,1,7,4,53
"2017-04-01 04:54:00",50.3631687455185,2017,4,1,7,4,54
"2017-04-01 04:55:00",49.6120244232659,2017,4,1,7,4,55
"2017-04-01 04:56:00",49.4313831937344,2017,4,1,7,4,56
"2017-04-01 04:57:00",50.5066726448106,2017,4,1,7,4,57
"2017-04-01 04:58:00",49.894479157476,2017,4,1,7,4,58
"2017-04-01 04:59:00",49.9210910226084,2017,4,1,7,4,59
"2017-04-01 05:00:00",50.1324877769748,2017,4,1,7,5,0
"2017-04-01 05:01:00",50.5180807877395,2017,4,1,7,5,1
"2017-04-01 05:02:00",49.7363058663222,2017,4,1,7,5,2
"2017-04-01 05:03:00",50.0129075543403,2017,4,1,7,5,3
"2017-04-01 05:04:00",50.1107729067472,2017,4,1,7,5,4
"2017-04-01 05:05:00",50.5008058837696,2017,4,1,7,5,5
"2017-04-01 05:06:00",50.6459000708823,2017,4,1,7,5,6
"2017-04-01 05:07:00",50.4886733031156,2017,4,1,7,5,7
"2017-04-01 05:08:00",49.8790618243422,2017,4,1,7,5,8
"2017-04-01 05:09:00",49.9988097226269,2017,4,1,7,5,9
"2017-04-01 05:10:00",50.3032879210832,2017,4,1,7,5,10
"2017-04-01 05:11:00",50.1981393103952,2017,4,1,7,5,11
"2017-04-01 05:12:00",50.0957251274314,2017,4,1,7,5,12
"2017-04-01 05:13:00",49.8955983970257,2017,4,1,7,5,13
"2017-04-01 05:14:00",50.3405794586296,2017,4,1,7,5,14
"2017-04-01 05:15:00",49.7684865283696,2017,4,1,7,5,15
"2017-04-01 05:16:00",50.9400024367715,2017,4,1,7,5,16
"2017-04-01 05:17:00",49.8370992502547,2017,4,1,7,5,17
"2017-04-01 05:18:00",49.4825814576962,2017,4,1,7,5,18
"2017-04-01 05:19:00",49.4077272322191,2017,4,1,7,5,19
"2017-04-01 05:20:00",50.0041458879207,2017,4,1,7,5,20
"2017-04-01 05:21:00",49.9783903190174,2017,4,1,7,5,21
"2017-04-01 05:22:00",49.7437300924081,2017,4,1,7,5,22
"2017-04-01 05:23:00",49.6552127137409,2017,4,1,7,5,23
"2017-04-01 05:24:00",50.3333794626946,2017,4,1,7,5,24
"2017-04-01 05:25:00",48.7974423482103,2017,4,1,7,5,25
"2017-04-01 05:26:00",50.3566840271693,2017,4,1,7,5,26
"2017-04-01 05:27:00",49.8337967350734,2017,4,1,7,5,27
"2017-04-01 05:28:00",50.4587746675458,2017,4,1,7,5,28
"2017-04-01 05:29:00",50.369822431427,2017,4,1,7,5,29
"2017-04-01 05:30:00",50.2071897564041,2017,4,1,7,5,30
"2017-04-01 05:31:00",50.1859422763699,2017,4,1,7,5,31
"2017-04-01 05:32:00",49.6862535330461,2017,4,1,7,5,32
"2017-04-01 05:33:00",49.4813536658625,2017,4,1,7,5,33
"2017-04-01 05:34:00",49.947398760805,2017,4,1,7,5,34
"2017-04-01 05:35:00",50.217849642732,2017,4,1,7,5,35
"2017-04-01 05:36:00",48.8078575361581,2017,4,1,7,5,36
"2017-04-01 05:37:00",49.4632806121643,2017,4,1,7,5,37
"2017-04-01 05:38:00",49.356020755572,2017,4,1,7,5,38
"2017-04-01 05:39:00",49.8568110536652,2017,4,1,7,5,39
"2017-04-01 05:40:00",48.9285537997726,2017,4,1,7,5,40
"2017-04-01 05:41:00",49.7628518120488,2017,4,1,7,5,41
"2017-04-01 05:42:00",49.3819950486138,2017,4,1,7,5,42
"2017-04-01 05:43:00",50.3693478403938,2017,4,1,7,5,43
"2017-04-01 05:44:00",50.1143789489846,2017,4,1,7,5,44
"2017-04-01 05:45:00",49.8826044380908,2017,4,1,7,5,45
"2017-04-01 05:46:00",49.7884297390053,2017,4,1,7,5,46
"2017-04-01 05:47:00",49.7709177665936,2017,4,1,7,5,47
"2017-04-01 05:48:00",50.0268062766547,2017,4,1,7,5,48
"2017-04-01 05:49:00",50.0497622804772,2017,4,1,7,5,49
"2017-04-01 05:50:00",50.5129838878873,2017,4,1,7,5,50
"2017-04-01 05:51:00",49.8037698816133,2017,4,1,7,5,51
"2017-04-01 05:52:00",50.6133964406116,2017,4,1,7,5,52
"2017-04-01 05:53:00",50.2748124525345,2017,4,1,7,5,53
"2017-04-01 05:54:00",50.2008044977309,2017,4,1,7,5,54
"2017-04-01 05:55:00",49.7656722694922,2017,4,1,7,5,55
"2017-04-01 05:56:00",50.2390408104604,2017,4,1,7,5,56
"2017-04-01 05:57:00",50.163518355913,2017,4,1,7,5,57
"2017-04-01 05:58:00",49.3827843557353,2017,4,1,7,5,58
"2017-04-01 05:59:00",49.3981171848742,2017,4,1,7,5,59
"2017-04-01 06:00:00",50.1695200818022,2017,4,1,7,6,0
"2017-04-01 06:01:00",49.3977810507397,2017,4,1,7,6,1
"2017-04-01 06:02:00",48.6961358713952,2017,4,1,7,6,2
"2017-04-01 06:03:00",50.9342853851655,2017,4,1,7,6,3
"2017-04-01 06:04:00",49.9961569069362,2017,4,1,7,6,4
"2017-04-01 06:05:00",49.7079185381801,2017,4,1,7,6,5
"2017-04-01 06:06:00",50.6469577209599,2017,4,1,7,6,6
"2017-04-01 06:07:00",49.5473711906564,2017,4,1,7,6,7
"2017-04-01 06:08:00",50.7645591441475,2017,4,1,7,6,8
"2017-04-01 06:09:00",50.4200130532622,2017,4,1,7,6,9
"2017-04-01 06:10:00",49.7152053749944,2017,4,1,7,6,10
"2017-04-01 06:11:00",50.0239026291637,2017,4,1,7,6,11
"2017-04-01 06:12:00",50.206079972313,2017,4,1,7,6,12
"2017-04-01 06:13:00",50.2168195896907,2017,4,1,7,6,13
"2017-04-01 06:14:00",49.7374067435883,2017,4,1,7,6,14
"2017-04-01 06:15:00",50.0821654059716,2017,4,1,7,6,15
"2017-04-01 06:16:00",49.5882156327536,2017,4,1,7,6,16
"2017-04-01 06:17:00",49.5921170056849,2017,4,1,7,6,17
"2017-04-01 06:18:00",50.1198348117593,2017,4,1,7,6,18
"2017-04-01 06:19:00",48.3812807111973,2017,4,1,7,6,19
"2017-04-01 06:20:00",50.2477323245386,2017,4,1,7,6,20
"2017-04-01 06:21:00",49.9996348112459,2017,4,1,7,6,21
"2017-04-01 06:22:00",50.3682974107972,2017,4,1,7,6,22
"2017-04-01 06:23:00",50.7217274047463,2017,4,1,7,6,23
"2017-04-01 06:24:00",50.0633245699758,2017,4,1,7,6,24
"2017-04-01 06:25:00",49.6604043220832,2017,4,1,7,6,25
"2017-04-01 06:26:00",50.5887095690728,2017,4,1,7,6,26
"2017-04-01 06:27:00",50.1407168795666,2017,4,1,7,6,27
"2017-04-01 06:28:00",49.7128619354646,2017,4,1,7,6,28
"2017-04-01 06:29:00",50.7995223072785,2017,4,1,7,6,29
"2017-04-01 06:30:00",49.379482317327,2017,4,1,7,6,30
"2017-04-01 06:31:00",49.1117133604367,2017,4,1,7,6,31
"2017-04-01 06:32:00",50.5005147923346,2017,4,1,7,6,32
"2017-04-01 06:33:00",50.1201147682375,2017,4,1,7,6,33
"2017-04-01 06:34:00",49.4398783865412,2017,4,1,7,6,34
"2017-04-01 06:35:00",49.1379773817821,2017,4,1,7,6,35
"2017-04-01 06:36:00",49.4251119888193,2017,4,1,7,6,36
"2017-04-01 06:37:00",49.3628887499825,2017,4,1,7,6,37
